"state_abbr","state_name","org_type","org_name","agency_name","local_phone","local_phone_ext","local_notes","local_tdd","local_tdd_ext","agency_id","tollfree_phone","tollfree_ext","tollfree_instate_flag","tollfree_notes","tollfree_tdd","tollfree_tdd_ext","spanish_phone","spanish_ext","address","address2","agency_notes","email_address","web_address"
"ID","Idaho","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"IL","Illinois","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"IN","Indiana","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"KS","Kansas","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"KY","Kentucky","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"LA","Louisiana","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"MA","Massachusetts","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"MD","Maryland","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"ME","Maine","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"MI","Michigan","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"MN","Minnesota","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"MO","Missouri","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"MP","Northern Mariana Islands","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"MS","Mississippi","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"MT","Montana","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"NC","North Carolina","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"ND","North Dakota","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"NE","Nebraska","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"NH","New Hampshire","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"NJ","New Jersey","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"NM","New Mexico","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"NV","Nevada","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"NY","New York","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"OH","Ohio","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"OK","Oklahoma","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"OR","Oregon","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"PA","Pennsylvania","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"PR","Puerto Rico","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"RI","Rhode Island","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"SC","South Carolina","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"SD","South Dakota","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"TN","Tennessee","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"TX","Texas","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"UT","Utah","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"VA","Virginia","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"VI","Virgin Islands","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"VT","Vermont","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"WA","Washington","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"WI","Wisconsin","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"WV","West Virginia","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"WY","Wyoming","G","RRB -- Railroad Retirement Board","Railroad Retirement Board",,,"Additional Email: medicare.railroad@palmettogba.com","3127514701",,"00521","8777725772",,"no","Additional Fax # 904-232-2874",,,,,,,"An organization who administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the nation's railroad workers and their families, under the Railroad Retirement and Railroad Unemployment Insurance Acts.","javerplaetse@rrb.gov","www.rrb.gov"
"AK","Alaska","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"AL","Alabama","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"AR","Arkansas","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"AS","American Samoa","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"AZ","Arizona","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"CA","California","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"CO","Colorado","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"CT","Connecticut","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"DC","Washington D.C.","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"DE","Delaware","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"FL","Florida","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"GA","Georgia","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"GU","Guam","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"HI","Hawaii","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"IA","Iowa","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"ID","Idaho","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"IL","Illinois","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"IN","Indiana","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"KS","Kansas","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"KY","Kentucky","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"LA","Louisiana","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"MA","Massachusetts","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"MD","Maryland","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"ME","Maine","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"MI","Michigan","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"MN","Minnesota","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"MO","Missouri","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"MP","Northern Mariana Islands","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"MS","Mississippi","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"MT","Montana","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"NC","North Carolina","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"ND","North Dakota","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"NE","Nebraska","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"NH","New Hampshire","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"NJ","New Jersey","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"NM","New Mexico","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"NV","Nevada","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"NY","New York","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"OH","Ohio","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"OK","Oklahoma","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"OR","Oregon","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"PA","Pennsylvania","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"PR","Puerto Rico","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"RI","Rhode Island","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"SC","South Carolina","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"SD","South Dakota","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"TN","Tennessee","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"TX","Texas","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"UT","Utah","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"VA","Virginia","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"VI","Virgin Islands","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"VT","Vermont","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"WA","Washington","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"WI","Wisconsin","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"WV","West Virginia","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"WY","Wyoming","R","Department of Defense","Department of Defense","7035713343",,,,,"00107",,,"no",,,,,,,,,,"www.defense.gov"
"DC","Washington D.C.","E","Fiscal Intermediary","Highmark Medicare Services",,,,,,"00062","8006334227",,"no","1-800-MEDICARE",,,,,,,,,
"MD","Maryland","E","Fiscal Intermediary","Highmark Medicare Services",,,,,,"00062","8006334227",,"no","1-800-MEDICARE",,,,,,,,,
"AK","Alaska","T","RRB Carrier - Railroad Retirement Board Carrier","Noridian","8772887600",,,,,"00471","8883559165",,"no",,,,,,,,"Regional Home Health Intermediary - AK, AS, AZ, CA, Guam, HI, ID, NM, NV, OR, WA","medicare.railroad@palmettogba.com","www.palmettogba.com/medicare"
"AL","Alabama","T","RRB Carrier - Railroad Retirement Board Carrier","Noridian","8772887600",,,,,"00471","8883559165",,"no",,,,,,,,"Regional Home Health Intermediary - AK, AS, AZ, CA, Guam, HI, ID, NM, NV, OR, WA","medicare.railroad@palmettogba.com","www.palmettogba.com/medicare"
"AR","Arkansas","T","RRB Carrier - Railroad Retirement Board Carrier","Noridian","8772887600",,,,,"00471","8883559165",,"no",,,,,,,,"Regional Home Health Intermediary - AK, AS, AZ, CA, Guam, HI, ID, NM, NV, OR, WA","medicare.railroad@palmettogba.com","www.palmettogba.com/medicare"
"AS","American Samoa","T","RRB Carrier - Railroad Retirement Board Carrier","Noridian","8772887600",,,,,"00471","8883559165",,"no",,,,,,,,"Regional Home Health Intermediary - AK, AS, AZ, CA, Guam, HI, ID, NM, NV, OR, WA","medicare.railroad@palmettogba.com","www.palmettogba.com/medicare"
"AZ","Arizona","T","RRB Carrier - Railroad Retirement Board Carrier","Noridian","8772887600",,,,,"00471","8883559165",,"no",,,,,,,,"Regional Home Health Intermediary - AK, AS, AZ, CA, Guam, HI, ID, NM, NV, OR, WA","medicare.railroad@palmettogba.com","www.palmettogba.com/medicare"
"CA","California","T","RRB Carrier - Railroad Retirement Board Carrier","Noridian","8772887600",,,,,"00471","8883559165",,"no",,,,,,,,"Regional Home Health Intermediary - AK, AS, AZ, CA, Guam, HI, ID, NM, NV, OR, WA","medicare.railroad@palmettogba.com","www.palmettogba.com/medicare"
"CO","Colorado","T","RRB Carrier - Railroad Retirement Board Carrier","Noridian","8772887600",,,,,"00471","8883559165",,"no",,,,,,,,"Regional Home Health Intermediary - AK, AS, AZ, CA, Guam, HI, ID, NM, NV, OR, WA","medicare.railroad@palmettogba.com","www.palmettogba.com/medicare"
"CT","Connecticut","T","RRB Carrier - Railroad Retirement Board Carrier","Noridian","8772887600",,,,,"00471","8883559165",,"no",,,,,,,,"Regional Home Health Intermediary - AK, AS, AZ, CA, Guam, HI, ID, NM, NV, OR, WA","medicare.railroad@palmettogba.com","www.palmettogba.com/medicare"
"DC","Washington D.C.","T","RRB Carrier - Railroad Retirement Board Carrier","Noridian","8772887600",,,,,"00471","8883559165",,"no",,,,,,,,"Regional Home Health Intermediary - AK, AS, AZ, CA, Guam, HI, ID, NM, NV, OR, WA","medicare.railroad@palmettogba.com","www.palmettogba.com/medicare"
"DE","Delaware","T","RRB Carrier - Railroad Retirement Board Carrier","Noridian","8772887600",,,,,"00471","8883559165",,"no",,,,,,,,"Regional Home Health Intermediary - AK, AS, AZ, CA, Guam, HI, ID, NM, NV, OR, WA","medicare.railroad@palmettogba.com","www.palmettogba.com/medicare"
"FL","Florida","T","RRB Carrier - Railroad Retirement Board Carrier","Noridian","8772887600",,,,,"00471","8883559165",,"no",,,,,,,,"Regional Home Health Intermediary - AK, AS, AZ, CA, Guam, HI, ID, NM, NV, OR, WA","medicare.railroad@palmettogba.com","www.palmettogba.com/medicare"
"GA","Georgia","T","RRB Carrier - Railroad Retirement Board Carrier","Noridian","8772887600",,,,,"00471","8883559165",,"no",,,,,,,,"Regional Home Health Intermediary - AK, AS, AZ, CA, Guam, HI, ID, NM, NV, OR, WA","medicare.railroad@palmettogba.com","www.palmettogba.com/medicare"
